,40.0
prophecyings,55.0
prophecythat,35.0
prophesied,87.0
prophesier,176.0
prophesies,99.0
prophesieth,113.0
prophesy,73.0
prophesyd,103.0
prophesying,120.0
prophesyings,130.0
prophesyingthats,71.0
prophet,66.5
prophetess,103.0
prophetesse,71.0
prophetic,126.0
prophetical,104.5
propheticall,83.0
prophetically,136.5
prophetique,124.0
prophetlike,62.5
prophets,81.0
prophylactic,94.0
propia,179.0
propias,80.0
propiedad,70.0
propincua,55.0
propincuas,116.0
propinquis,240.0
propinquity,147.0
propio,95.0
propios,121.0
propitiate,68.0
propitiated,89.0
propitiatewhen,128.0
propitiation,83.0
propitiatory,97.5
propitios,37.0
propitious,75.0
propmay,64.0
propona,110.0
propone,100.0
propongan,90.0
proponiendo,106.0
proponit,72.0
propontic,53.0
propontis,83.5
proporcin,44.0
proporcionada,101.0
proportion,72.5
proportionable,78.5
proportionably,97.0
proportional,134.0
proportionally,110.0
proportionals,103.0
proportionate,101.0
proportionately,90.0
proportionateness,135.0
proportiond,121.5
proportioned,92.5
proportioning,95.0
proportionnot,85.0
proportions,102.0
proportionsthe,41.0
proportionsthey,101.0
propos,91.0
proposal,82.0
proposals,107.0
proposalsis,72.0
proposalthat,105.0
proposd,92.0
propose,68.0
proposed,71.0
proposer,67.0
proposers,34.0
proposes,95.0
proposest,57.0
proposeth,70.0
proposing,108.5
propositi,130.0
proposition,101.0
propositions,107.0
propositionthat,114.0
proposito,228.0
proposuerant,130.0
propound,71.0
propounded,94.5
propounder,59.0
propoundeth,51.0
propounding,104.0
propounds,104.0
proppd,126.0
propped,86.0
propperties,68.0
propping,97.5
propre,66.5
propria,114.0
propriam,56.5
proprias,114.5
propriedad,121.0
proprietaries,92.0
proprietary,175.0
proprietarys,81.0
proprietate,70.0
proprietie,99.0
proprieties,106.0
proprietiesa,140.0
proprietor,82.0
proprietornothing,122.0
proprietors,88.0
proprietorship,158.0
proprietorships,115.0
proprietorwhen,54.0
proprietress,139.5
propriety,100.0
proprietycannot,146.0
proprietyquintilian,163.0
proprietys,115.5
proprietythe,71.0
proprio,139.0
proprios,102.0
proprium,151.0
props,92.0
propsito,104.0
propsitos,162.0
propter,145.5
proptereaque,43.0
propuesto,107.0
propugnation,65.0
propulsandi,195.0
propulsion,143.0
propulsions,166.0
propusieran,54.0
propuso,118.0
propylea,64.0
prores,149.0
proreus,136.0
prorogat,210.0
prorogue,129.0
prorogued,69.0
prorsus,108.0
pros,104.0
prosa,127.0
prosaic,88.5
prosapia,144.0
proscenium,56.5
proscribe,79.0
proscribed,102.0
proscribes,149.0
proscribing,70.0
proscription,120.0
proscriptions,97.0
prose,101.0
prosecute,92.0
prosecuted,87.5
prosecuting,109.0
prosecution,89.0
prosecutions,167.0
prosecutor,63.0
prosecutors,135.0
prosecutrix,48.0
prosegu,26.0
prosegua,73.0
proseguan,112.0
proseguid,148.0
proseguido,49.0
proseguir,61.0
proselyte,69.0
proselytes,117.0
proselytism,77.0
prosequi,74.0
prosequiturque,122.0
proserpin,107.0
proserpina,140.0
proserpinas,109.0
proserpine,91.0
proserpines,90.0
prosethe,177.0
prosetragedy,114.0
prosewriting,96.0
prosiga,127.0
prosigue,63.0
prosiguen,182.0
prosigui,45.0
prosiguiendo,76.0
prosiguieron,92.0
prosiguiese,155.0
prosilit,198.0
prosiness,95.0
prosing,166.0
prosings,108.0
prosingso,219.0
prosit,121.0
proslavery,114.0
prosody,56.0
prosopolepsia,154.0
prosopon,137.0
prosopopeya,88.0
prospect,83.0
prospectbut,111.0
prospecting,99.5
prospectit,81.0
prospective,107.0
prospectively,121.5
prospectlife,40.0
prospects,105.0
prospectsthat,132.0
prospectthe,70.0
prospectus,108.5
prospectuses,106.5
prosper,77.5
prosperd,97.0
prospere,127.0
prospered,100.0
prospereth,47.0
prosperidad,114.0
prosperidades,88.0
prospering,73.0
prosperities,87.0
prosperity,82.5
prosperityaeneid,103.0
prosperityin,125.0
prosperitys,143.0
prospero,121.0
prosperos,117.0
prosperous,85.0
prosperousemma,126.0
prosperously,104.0
prospers,67.0
prosprous,111.0
pross,81.0
prosss,134.0
prossto,85.0
prostata,102.0
prostatic,80.0
prostitute,109.0
prostituted,110.5
prostitutedi,101.0
prostitutes,100.5
prostituting,122.0
prostitution,106.0
prosto,126.0
prostrate,93.0
prostrated,114.0
prostrates,111.5
prostrating,92.0
prostration,117.0
prostrations,103.0
prosunt,208.0
prosuponga,177.0
prosupuesta,148.0
prosupuesto,109.0
prosy,87.0
prot,147.0
protag,118.0
protagonist,76.0
protagoras,99.0
protasis,138.0
protasius,81.0
protean,89.0
proteccin,133.0
protecin,101.0
protect,118.5
protected,103.0
protectedalone,102.0
protecting,93.0
protectingly,89.5
protection,83.0
protections,78.5
protectionthough,111.0
protectionwe,100.0
protective,126.5
protectiveness,89.0
protector,79.0
protectorate,93.0
protectors,82.0
protectorship,191.0
protectress,122.5
protects,114.0
protege,102.5
protegee,87.0
proteges,124.0
protend,127.0
protended,123.0
protends,66.0
protenus,193.0
proter,240.0
protesilas,91.0
protesilaus,109.0
protest,83.0
protestaba,95.0
protestand,105.0
protestant,104.0
protestantism,136.0
protestantismus,132.0
protestants,90.0
protestantsnamely,60.0
protestation,117.0
protestations,97.5
protestationthe,106.0
protested,84.0
protester,113.0
protesteth,68.0
protestierte,47.0
protesting,110.0
protesto,64.0
protestonly,79.0
protestors,132.0
protests,90.0
proteus,63.0
proteusi,73.0
protg,100.0
protge,79.0
protgs,93.0
protheus,130.0
prothoenor,101.0
prothonotaries,106.0
prothonotary,77.0
prothoon,149.0
prothous,100.0
proto,128.0
protocol,76.0
protocols,190.0
protodeacons,55.0
protoencantador,84.0
protogenes,89.0
protomartyr,79.0
protoplasm,110.0
prototype,113.0
prototypes,124.0
protoxide,104.0
protr,123.0
protract,76.0
protracted,102.0
protractedness,174.0
protracting,187.0
protraction,109.0
protractive,80.0
protrahet,117.0
protraxe,106.0
protrude,70.5
protruded,136.0
protrudes,143.0
protruding,91.0
protrusion,94.5
protrusions,88.0
protrusive,174.0
protuberance,131.0
protuberances,118.0
protuberant,57.0
protuleratque,168.0
prou,108.0
proud,72.5
prouder,85.0
prouderbut,72.0
proudest,88.0
proudestadjectives,91.0
proudhearted,104.0
proudhon,88.0
proudhons,95.0
proudi,135.0
proudlier,100.0
proudlooking,98.5
proudly,105.0
proudlywith,193.0
proudmooded,94.0
proudmr,101.0
proudpied,104.0
prouds,107.0
proudst,111.0
proudswelling,77.0
proudthe,125.0
prouseuniversal,66.0
prouvaire,119.0
prouvaires,191.0
prouve,101.0
prov,89.0
provand,111.0
provant,155.0
provd,84.5
prove,73.0
provecho,55.0
provechosa,105.0
provechosas,164.0
provechoso,70.0
provechosos,110.0
proved,79.0
proveda,116.0
provedas,102.0
provedfor,110.0
provednor,118.0
provedo,97.0
provedos,90.0
provedprovedto,86.0
provedthese,57.0
provedwe,101.0
provee,68.0
proveedor,90.0
proveer,129.0
provehimur,157.0
provehitur,186.0
proven,83.0
provencal,114.5
provencale,50.0
provence,65.5
provender,104.0
proveniences,119.0
proverb,74.5
proverbchi,121.0
proverbd,74.0
proverbe,243.0
proverbial,109.5
proverbially,60.0
proverbio,136.0
proverbs,89.0
provers,106.0
proves,78.5
proveth,123.0
provey,105.0
proveyse,138.0
provide,32.0
provided,88.0
providence,78.5
providenceall,80.0
providenceare,184.0
providencefor,73.0
providenceit,104.0
providences,88.5
providencethe,129.0
providenceusing,72.0
providencia,139.0
provident,90.5
providentia,92.0
providential,61.0
providentially,100.0
providentice,101.0
providently,79.0
provider,99.5
providers,84.0
provides,88.0
provideth,82.0
providin,68.0
providing,70.0
providore,59.0
province,80.0
provinces,89.0
provincesand,40.0
provincesmy,109.0
provincesyou,148.0
provincethat,86.0
provincia,92.0
provincial,99.0
provincialisms,75.0
provinciall,50.0
provincials,108.5
provincias,121.0
proving,88.0
provis,77.0
provisa,104.0
provisfrom,61.0
provisin,78.0
provision,138.0
provisional,153.0
provisionally,137.0
provisionbaskets,95.0
provisioned,93.0
provisioning,78.0
provisions,119.0
provisionshe,53.0
proviso,75.5
proviss,78.0
provisthank,150.0
provoc,83.0
provocados,121.0
provocaron,108.0
provocation,82.0
provocationin,103.0
provocations,122.0
provocative,87.5
provocatively,63.0
provocatives,164.0
provokd,104.0
provoke,97.0
provoked,111.0
provokedgoaded,102.0
provokedst,58.0
provoker,69.0
provokers,147.0
provokes,98.0
provoketh,78.0
provoking,96.0
provokingi,85.0
provokingly,95.5
provokst,70.0
provokt,98.0
provost,37.5
provostmarshal,234.0
provosts,99.0
provostship,107.0
prow,117.0
prowdeathglorious,119.0
prowess,96.0
prowessinbattle,127.0
prowl,76.0
prowled,98.0
prowler,146.0
prowlers,84.0
prowling,96.0
prowls,142.0
prows,166.0
proxima,77.0
proximate,119.0
proximity,62.5
proximum,239.0
proximus,132.0
proxy,137.0
prozorovski,140.0
prpados,67.0
prproperanter,161.0
prpura,71.0
prr,75.0
prrprr,102.0
prrrecious,71.0
prrrrrht,100.0
prrwht,144.0
prsciscere,140.0
prspera,101.0
prsperas,123.0
prspero,115.0
prsperos,116.0
prstina,145.0
prstino,61.0
prstinxit,139.0
prsto,144.0
prterea,166.0
prteritorum,113.0
prternatural,155.0
prternature,50.0
prtome,162.0
prtors,80.0
prubensela,41.0
prude,88.5
prudence,92.0
prudencia,144.0
prudency,78.5
prudens,177.0
prudent,96.0
prudente,44.0
prudenter,58.0
prudentes,114.0
prudentia,129.5
prudential,131.0
prudentiam,194.0
prudentis,112.0
prudentium,170.0
prudentius,146.0
prudently,88.5
prudentsimo,119.0
prudentum,105.0
prudery,103.0
prudes,90.0
prudhomme,94.0
prudhommes,98.0
prudish,48.0
prudishly,88.0
prudno,93.0
prueba,142.0
pruebas,100.0
pruebo,132.0
pruinae,285.0
prund,103.0
prune,88.5
pruned,129.0
prunella,100.0
prunelle,132.0
pruner,81.0
prunes,117.5
pruning,139.0
pruninghook,143.5
pruninghooks,69.0
pruningknife,107.0
prunst,50.0
prurience,57.0
prurient,122.5
prurigo,82.0
prurit,158.0
prurition,140.0
prusias,141.0
prusse,71.0
prussia,119.0
prussian,107.0
prussians,79.0
prussias,125.0
prussiaundertaken,64.0
prussic,53.0
prut,145.0
pruth,68.0
prxtenditur,150.0
prxterea,204.0
pry,56.5
pryanichnikov,105.0
pryatchnikov,152.0
pryed,91.0
prying,100.0
prymneus,159.0
prynne,40.5
prynneimprinted,72.0
prynnekindly,117.0
prynnes,71.0
prynneshave,46.0
prynneswhat,47.0
prynnewhose,92.0
prynneyes,87.0
prys,116.0
prytanaeum,87.0
prytaneum,73.0
prytanis,91.0
prythee,111.0
przazdziecka,126.0
przebyszewski,119.0
przebyszewskis,116.0
przis,100.0
ps,118.0
psal,76.0
psalas,74.0
psalm,89.0
psalmalways,120.0
psalmbooks,224.0
psalme,108.0
psalmes,67.0
psalmist,67.0
psalmists,174.0
psalmodies,104.0
psalmody,103.0
psalms,86.0
psalmsingers,110.0
psalter,95.5
psalteries,166.0
psalters,124.0
psaltery,45.0
psalyosha,136.0
psame,68.0
psammenitus,127.0
pschatt,81.0
psdo,133.0
psetes,84.0
pseud,104.0
pseudo,90.0
pseudogallus,130.0
pseudogreat,86.0
pseudohealers,126.0
pseudohellenic,84.0
pseudointellectual,203.0
pseudol,115.0
pseudomalachi,76.5
pseudomatrimonial,88.0
pseudonym,119.0
pseudonyme,111.5
pseudonymous,110.0
pseudotheory,75.0
psha,74.0
pshaw,139.0
pshawed,105.0
pshent,209.0
psi,112.5
psilotro,100.0
psima,94.0
psimmons,157.0
psimos,105.0
psmy,160.0
psoh,167.0
psole,149.0
psose,80.0
psosela,105.0
psosele,77.0
psoseme,73.0
psshaw,97.0
pssst,120.0
psst,70.0
psychal,146.0
psyche,140.0
psychic,100.0
psychical,98.0
psychically,95.0
psychologica,110.0
psychological,107.0
psychologically,97.0
psychologist,53.0
psychologista,101.0
psychologists,130.0
psychology,114.0
pt,84.0
pteleon,103.0
pterigybranche,73.0
ptersbourg,85.0
pthia,84.0
pthias,125.0
ptit,120.0
ptolemaeus,113.0
ptolemaic,138.0
ptolemais,106.5
ptolemies,90.0
ptolemy,146.0
ptolemys,145.0
ptolomeo,111.0
ptolomeus,81.0
ptomaines,96.0
ptrir,68.0
pttt,211.0
pu,83.5
pua,55.0
puada,121.0
puadas,82.0
puados,77.0
puah,38.0
pual,99.0
pualadas,92.0
pualero,47.0
pub,106.0
pubb,127.0
puberty,81.0
pubheard,83.0
pubhunting,98.0
pubic,133.0
public,59.0
publica,141.5
publicada,108.0
publicado,101.0
publicador,30.5
publican,87.5
publicando,99.0
publicaneh,175.0
publicans,62.0
publicar,104.0
publicase,109.0
publication,91.0
publicationa,73.0
publications,75.5
publicationthe,110.0
publicergo,32.0
publichouse,69.0
publichouses,92.0
publichousesand,101.0
publicis,168.0
publicist,145.0
publicity,103.0
publick,98.5
publickly,113.0
publickspirited,128.0
publicle,52.5
publicly,109.5
publiclyaccessible,250.0
publicmorning,161.0
publico,126.5
publicola,146.5
publicorum,160.0
publicpaid,56.0
publicplutarch,105.0
publics,93.5
publicschool,64.0
publicspirited,140.0
publicstandard,165.0
publicthe,106.0
publicthey,102.5
publicthis,97.0
publicwere,91.0
publike,190.0
publikely,131.0
publique,61.5
publiquely,125.0
publish,90.0
publishd,104.0
published,99.0
publisher,83.0
publisherand,168.0
publishers,101.0
publishes,142.5
publisheth,131.0
publishing,85.0
publius,72.0
pubs,109.0
puccinello,228.0
puce,101.0
pucecolored,92.0
pucelle,119.0
puchero,117.0
pucheros,103.0
puck,109.0
pucker,55.0
puckered,101.0
puckeredup,168.0
puckering,82.0
puckers,84.0
pucking,66.0
puckler,171.0
puddeny,114.0
pudding,98.0
puddingfork,68.0
puddingheaded,135.0
puddingheads,124.0
puddings,137.0
puddle,98.0
puddled,126.0
puddles,107.5
puddlingfurnace,136.0
pude,85.0
pudeat,107.0
pudeati,172.0
pudela,109.0
pudency,40.0
pudenda,250.0
pudendaits,251.0
pudendal,173.0
pudendis,176.0
pudendum,77.0
pudenduma,173.0
pudens,66.0
pudense,90.0
puder,148.0
pudern,175.0
puderst,136.0
pudert,112.0
puderte,122.0
pudese,130.0
pudesele,133.0
pudeslo,67.0
pudet,176.0
pudgy,99.5
pudicita,101.0
pudiendo,113.0
pudiera,80.0
pudieran,121.0
pudieras,148.0
pudiere,65.0
pudieren,112.0
pudieres,132.0
pudieron,83.0
pudiese,117.0
pudiesen,130.0
pudimos,85.0
pudindose,136.0
pudiramos,76.0
pudirase,91.0
pudirate,80.0
pudiredes,147.0
pudiremos,86.0
pudisemos,144.0
pudmini,95.0
pudminis,111.0
pudo,47.0
pudor,155.5
pudori,117.0
pudre,127.0
pudriesen,98.0
pue,147.0
puebla,110.5
pueblo,47.0
pueblos,52.0
pueda,95.0
puedan,117.0
puedas,130.0
puede,40.0
pueden,113.0
puedes,91.0
puedo,54.0
puei,97.0
puella,156.0
puellae,181.0
puellam,119.0
puellarum,134.0
puente,118.0
puer,138.0
puerco,198.0
puercos,77.0
pueri,201.0
puerile,88.0
puerilely,165.0
puerilibus,118.0
puerilism,84.0
pueris,180.0
pueritia,74.0
puero,91.0
pueros,161.0
puerperal,61.5
puerta,47.0
puertas,113.0
puerte,118.0
puerto,82.5
puertocarrero,93.0
puertos,91.0
pues,43.0
puesta,143.0
puestas,129.0
puesto,45.0
puestos,105.0
puff,97.0
puffand,116.0
puffball,110.0
puffd,117.0
puffed,89.5
puffedout,127.0
puffemploy,218.0
puffeth,56.0
puffing,92.0
puffins,132.0
puffpuff,91.0
puffs,119.5
puffsuddenly,118.0
puffte,138.0
puffy,122.0
puffyfaced,119.0
puffyou,260.0
pugachev,91.0
puget,108.0
pugging,60.0
puggish,107.0
pugh,34.0
pughshe,57.0
pugiles,126.0
pugilism,102.0
pugilist,104.5
pugilistic,98.0
pugilists,251.0
pugn,122.0
pugna,86.0
pugnaba,123.0
pugnacious,79.0
pugnaciously,106.5
pugnacity,60.0
pugnam,147.0
pugnando,67.0
pugnantes,115.0
pugnar,101.0
pugnas,201.0
pugnat,107.0
pugnata,109.0
pugnemus,99.0
pugnis,123.0
pugnose,103.5
pugnosed,90.0
pugnum,84.0
puhites,63.0
puhse,96.0
puis,100.5
puissance,51.0
puissant,76.5
puisse,146.0
puits,58.0
puke,70.0
pukestocking,284.0
puking,114.0
pul,81.0
pula,121.0
pulbrook,173.0
pulcela,50.0
pulchellus,110.0
pulcher,188.0
pulcheria,40.0
pulchinellos,108.0
pulchrai,114.0
pulchre,238.0
pulchritudinis,137.0
pulchritudinous,179.0
pulchros,188.0
pulchrum,172.0
pulchrumque,203.0
pulciano,110.0
pulcra,116.0
pulcrum,214.0
pulen,99.0
pulga,93.0
pulgar,95.0
pulgares,130.0
pulgas,89.0
pulgogi,144.0
puling,83.0
pulir,93.0
pulirte,104.0
pull,73.5
pullas,121.0
pulld,114.0
pulled,77.0
pulledup,201.0
pullen,151.0
puller,119.0
pullet,67.5
pullets,74.0
pulletsperm,96.0
pulley,89.0
pulleys,108.0
pulling,86.0
pullman,77.0
pullpull,136.5
pulls,84.0
pullt,125.0
pulmonary,98.0
pulp,102.0
pulper,105.0
pulpit,78.0
pulpitand,67.0
pulpiter,95.0
pulpits,85.0
pulptadpoles,183.0
pulpy,98.0
pulsas,170.0
pulsat,199.0
pulsate,98.0
pulsated,127.0
pulsatilla,174.0
pulsating,73.5
pulsation,75.0
pulsations,81.0
pulsatus,134.0
pulse,87.0
pulseand,82.0
pulsed,118.5
pulseless,103.0
pulses,106.0
pulset,120.0
pulsethou,119.0
pulsevivifies,97.0
pulsidge,185.0
pulsieren,105.0
pulsierte,143.0
pulsing,99.0
pulso,55.0
pulsos,105.0
pulsuque,151.0
pult,34.5
pulteney,118.0
pultusk,84.0
pulvere,125.0
pulverem,208.0
pulveris,198.0
pulverised,127.5
pulverize,115.0
pulverized,136.0
pulvillos,99.0
pulvino,147.0
pulvis,68.0
puma,105.0
pumblechook,43.0
pumblechookian,54.0
pumblechooks,92.0
pumila,90.0
pummel,118.5
pummeled,141.0
pummelled,145.0
pummelling,116.0
pump,81.0
pumped,67.0
pumperte,86.0
pumphandles,116.0
pumping,92.5
pumpion,95.0
pumpkin,118.0
pumpkins,86.5
pumpkinseeds,125.0
pumpkinvine,58.0
pumps,106.0
pumpship,104.0
pun,85.5
punarjanam,194.0
puncen,94.0
punch,95.0
punchala,80.0
punchbowl,58.0
punchbowls,167.0
punchbowltaking,69.0
punchdrenched,179.0
punched,121.0
puncheon,100.5
puncheons,94.0
punches,103.0
punchhurra,65.0
punchinello,89.5
punching,106.0
punchtuation,111.0
punck,118.0
punctated,316.0
punctilio,132.0
punctilios,95.5
punctilious,142.0
punctiliously,140.5
punctiliousness,88.0
puncto,93.0
punctual,92.0
punctuality,111.0
punctuall,116.0
punctually,106.0
punctuate,91.0
punctuated,139.0
punctuation,113.0
puncture,81.0
punctured,101.0
punctures,80.5
pundit,106.0
pundits,116.0
pung,86.0
pungencies,94.0
pungency,62.0
pungent,79.0
pungently,22.0
pungit,132.0
pungle,84.0
punic,190.0
punie,87.0
punish,75.0
punishable,99.5
punishd,49.5
punished,82.0
punishedpractised,147.0
punisher,110.0
punishes,99.0
punishest,95.0
punisheth,82.0
punishhad,95.0
punishing,93.5
punishment,75.5
punishmentall,90.0
punishmentas,62.0
punishmentbeyond,110.0
punishments,91.0
punishmentsthe,123.0
punishmentthat,154.0
punishmentthe,71.0
punishmentwas,102.0
punishmentyou,125.0
punisht,81.0
punit,163.0
punites,118.0
punitive,106.0
punitory,98.0
punjab,85.0
punk,80.5
punkin,71.0
punkinheaded,102.0
punkinheads,56.0
punks,115.0
punkt,110.5
punnets,73.0
punning,86.0
punnishment,178.0
punon,25.5
puns,105.0
punstalked,102.0
punt,77.5
punta,56.5
puntada,140.0
puntapi,98.0
puntas,64.0
puntera,43.0
punters,105.0
puntiagudo,52.0
puntillazos,56.0
puntillos,76.0
punting,64.0
punto,41.0
puntos,90.0
puntoso,88.0
puntual,79.0
puntuales,91.0
puntualidad,76.0
puntualidades,123.0
puntualmente,105.0
puntualsima,94.0
puntualsimo,91.0
puntuosas,74.0
puny,98.0
punzaba,112.0
punzaban,85.0
punzamiento,85.0
punzn,101.0
puo,118.5
puos,116.0
pup,85.5
pupella,145.0
pupil,79.0
pupilage,82.5
pupilaje,129.0
pupilless,128.0
pupillike,105.0
pupilos,114.0
pupils,98.0
pupilsyou,88.0
puppe,143.0
pupped,93.0
puppen,137.0
puppenkind,79.0
puppet,85.0
puppets,96.5
puppetshow,78.0
puppetshowman,59.0
puppies,96.5
puppiesquite,98.0
puppim,172.0
puppy,98.0
puppydogs,114.5
puppyism,118.0
puppys,139.0
puppyyou,135.0
pups,88.5
pur,47.5
pura,146.0
purana,101.0
puras,135.0
purblind,98.0
purcell,76.0
purchas,128.0
purchasd,58.0
purchase,77.0
purchased,96.5
purchaser,81.0
purchasers,84.0
purchasersbut,43.0
purchases,105.0
purchaseslook,72.0
purchaseth,102.0
purchasing,101.0
purdon,152.0
pure,71.0
pureblooded,128.0
purebred,53.0
purefoy,139.0
purefoys,104.0
purely,93.0
pureminded,132.0
puremindedness,53.0
pureness,121.5
purer,114.0
puresouled,89.0
purest,90.0
purewatered,164.0
purewhich,162.0
purfect,50.0
purfleet,31.0
purg,115.0
purgar,124.0
purgation,68.0
purgations,135.0
purgative,87.5
purgatorio,117.0
purgatory,79.0
purgatos,146.0
purgatum,100.0
purgd,164.0
purge,89.0
purged,90.0
purgednothing,150.0
purgefire,102.0
purgers,44.5
purges,95.5
purgeth,60.0
purging,92.5
puri,70.0
purification,83.0
purifications,114.0
purifie,75.0
purified,86.0
purifier,86.0
purifies,95.0
purifieth,72.0
purify,80.0
purifying,94.5
purifywhile,63.0
purim,32.0
puriogua,18.0
purist,34.5
puritan,104.0
puritana,107.0
puritanamerican,123.0
puritanic,73.0
puritanical,116.0
puritanism,141.0
puritanisme,62.0
puritans,89.5
puritie,119.0
purities,137.5
purity,83.5
purityhad,170.0
puritythat,64.0
purl,107.0
purlieu,77.5
purlieus,75.0
purling,120.0
purlins,127.0
purloin,91.0
purloind,166.0
purloined,100.0
purloiner,83.0
purloining,125.0
puro,182.5
puroque,242.0
puros,96.5
purple,87.0
purpleandgold,138.0
purplebordered,54.0
purpled,82.5
purplefaced,127.0
purplehued,128.0
purpleingrain,145.0
purplelet,90.0
purplelipped,94.0
purples,112.0
purplethrough,99.0
purplevery,83.0
purplish,133.0
purplishred,167.0
purply,94.0
purplydark,37.5
purplysparkling,160.0
purport,99.0
purported,127.0
purporting,82.0
purports,67.5
purportthere,128.0
purposd,127.5
purpose,65.0
purposea,66.0
purposeand,97.0
purposebecause,19.5
purposebesought,51.0
purposechanger,74.0
purposed,92.0
purposeful,70.0
purposeless,108.0
purposelessness,28.5
purposely,94.0
purposelyit,136.0
purposenamely,74.0
purposeour,101.0
purposes,96.5
purposesee,62.0
purposeth,45.5
purposethat,159.0
purposethere,63.0
purposeto,160.0
purposetolerably,108.0
purposewhich,101.0
purposing,135.0
purprestures,62.0
purpureo,183.0
purr,90.0
purred,107.0
purrers,93.0
purring,106.5
purse,91.0
pursebearer,76.0
pursed,94.0
pursedup,160.0
purseno,97.0
pursents,92.0
pursepoket,245.0
purseproud,93.0
purser,59.0
pursers,76.0
purses,107.0
pursesome,74.0
pursestrings,95.0
pursetaking,112.0
pursethat,137.0
pursewhat,151.0
pursily,182.0
pursimo,97.0
pursing,130.5
purslane,108.0
pursuance,85.5
pursuant,103.0
pursuants,60.0
pursud,142.0
pursue,84.0
pursued,79.5
pursuedi,71.0
pursuer,80.0
pursuers,99.0
pursues,95.0
pursuest,101.0
pursueth,83.0
pursuing,94.0
pursuit,86.0
pursuiti,84.0
pursuitmere,121.0
pursuits,86.0
pursuitsthis,81.0
pursuitswhy,50.0
pursuitthe,87.0
pursuivant,90.0
pursuivantatarms,76.0
pursuivants,128.0
pursute,110.0
pursy,116.5
purtenance,20.0
purty,118.0
purulent,93.0
purus,153.0
purveyd,101.0
purveyor,76.0
purveyors,115.0
purview,75.0
purvis,94.0
pus,129.0
puse,191.0
push,86.0
pushcar,78.0
pushd,151.0
pushed,76.0
pushedback,102.0
pushes,93.0
pushing,94.0
pushings,118.0
pushkin,105.5
pushkinonyegin,96.0
pushkins,136.0
pushof,112.0
pushpin,86.0
pusht,148.0
pusi,114.0
pusie,84.0
pusiera,136.0
pusieran,181.0
pusiere,51.0
pusieren,156.0
pusiernse,91.0
pusieron,42.0
pusiese,64.0
pusiesen,124.0
pusieses,105.0
pusilanimidad,102.0
pusillanimity,75.5
pusillanimous,134.0
pusimos,107.0
pusiredes,118.0
pusironle,84.0
pusironlos,157.0
pusironse,128.0
pusistes,145.0
pusled,85.0
puso,82.0
puss,115.0
pussens,139.0
pussey,71.0
pussful,201.0
pussies,28.0
pussinboots,75.0
pusss,74.0
pussy,77.0
pussycat,91.0
pustome,125.0
pustules,39.0
pustulous,130.0
pusyellow,116.0
put,37.0
puta,114.5
putamus,90.0
putandium,45.0
putandum,98.0
putant,204.0
putantur,257.0
putare,98.0
putares,144.0
putas,36.5
putat,140.0
putative,117.0
putativo,127.0
putavit,182.0
puteaux,201.0
putera,163.0
putes,72.5
putescens,69.0
putet,204.0
putevening,152.0
putide,63.5
putiel,30.5
putney,162.0
puto,189.0
putoff,72.0
putplace,125.0
putrefaction,75.5
putrefactive,119.0
putrefied,143.0
putrefy,102.0
putrefying,52.0
putrescence,77.0
putrescent,74.0
putrid,150.0
putridity,111.0
putrified,80.0
putrifying,88.0
putris,53.0
putrpesthi,211.0
puts,90.0
putst,177.0
putt,79.0
puttana,96.0
puttees,153.0
putter,119.0
putteron,82.0
putterout,85.0
puttest,109.0
putteth,65.5
puttiest,141.0
puttin,59.0
putting,66.0
puttingon,148.0
puttingto,34.0
putto,90.0
puttock,137.0
puttocks,102.0
putty,106.0
puttylike,233.0
putup,90.0
putwhich,33.0
putyatov,97.0
putzen,67.0
puvis,117.0
puy,151.0
puymoisson,153.0
puysegur,54.5
puysgur,99.0
puzzel,138.0
puzzle,91.0
puzzled,90.5
puzzledup,85.0
puzzler,64.5
puzzles,94.0
puzzlethese,113.0
puzzling,92.0
puzzoli,83.0
pve,96.0
pwaps,106.0
pwee,86.0
pwfungg,159.0
pwiests,66.0
pwince,228.0
pwoceed,153.0
pwomoted,74.0
pwovince,94.0
pwovisions,82.0
pxd,66.0
py,129.0
pyariradha,90.0
pyatt,62.0
pydna,83.0
pye,150.0
pyei,110.0
pyemia,167.0
pyes,113.0
pyevtsov,68.0
pygarg,58.0
pygmalion,141.0
pygmalions,154.0
pygmies,105.0
pygmiesrather,77.0
pygmy,136.0
pygmys,82.0
pyjamas,114.5
pyjaum,77.0
pylades,214.0
pylaemenes,150.0
pyle,76.0
pylene,91.0
pyleus,150.0
pylian,125.0
pylians,91.0
pylon,119.0
pylorus,90.0
pylos,48.5
pym,129.0
pyotr,53.0
pyr,60.0
pyraechmes,156.0
pyramid,101.0
pyramidal,138.0
pyramides,147.0
pyramidical,82.0
pyramidically,146.0
pyramids,92.0
pyramidso,166.0
pyramis,60.0
pyramises,27.0
pyramus,91.0
pyrate,66.0
pyrates,101.0
pyre,96.0
pyrechmes,105.0
pyrenean,101.0
pyrenees,105.0
pyres,148.5
pyrford,73.0
pyrfordto,79.0
pyrotechnics,117.0
pyrotechny,128.0
pyrous,90.0
pyrrha,95.0
pyrrhasus,152.0
pyrrho,136.0
pyrrhon,142.0
pyrrhonian,67.0
pyrrhonians,89.0
pyrrhonism,91.5
pyrrhos,88.0
pyrrhus,112.0
pytagoras,144.0
pythagoras,116.0
pythagorasof,73.0
